thorax_q1,thorax_q2,thorax_q3,thorax_q4,thorax_ax,thorax_ay,thorax_az,thorax_gx,thorax_gy,thorax_gz,thorax_mx,thorax_my,thorax_mz,thorax_barometer,thorax_linAcc_x,thorax_linAcc_y,thorax_linAcc_z,thorax_altitude,humerus_q1,humerus_q2,humerus_q3,humerus_q4,humerus_ax,humerus_ay,humerus_az,humerus_gx,humerus_gy,humerus_gz,humerus_mx,humerus_my,humerus_mz,humerus_barometer,humerus_linAcc_x,humerus_linAcc_y,humerus_linAcc_z,humerus_altitude,radius_q1,radius_q2,radius_q3,radius_q4,radius_ax,radius_ay,radius_az,radius_gx,radius_gy,radius_gz,radius_mx,radius_my,radius_mz,radius_barometer,radius_linAcc_x,radius_linAcc_y,radius_linAcc_z,radius_altitude,
7.2770534,+0.7421190,-0.6460947,-0.1524198,+0.0926786,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6589710,-0.6797345,-0.0188314,+0.3215019,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5656020,-0.5434070,+0.3892955,+0.4829619,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.2874662,+0.7422084,-0.6459717,-0.1523471,+0.0929390,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6587775,-0.6797668,-0.0190051,+0.3218203,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5656372,-0.5433063,+0.3893780,+0.4829675,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.2976845,+0.7421661,-0.6460031,-0.1523601,+0.0930369,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6586952,-0.6797807,-0.0190953,+0.3219539,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5656123,-0.5432507,+0.3894282,+0.4830187,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3079963,+0.7420546,-0.6461083,-0.1524168,+0.0931037,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6586493,-0.6797693,-0.0191851,+0.3220663,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5655810,-0.5431907,+0.3894828,+0.4830789,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3179649,+0.7419592,-0.6461918,-0.1524265,+0.0932679,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6585343,-0.6798011,-0.0193696,+0.3222232,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5654802,-0.5430883,+0.3896313,+0.4831922,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3279676,+0.7419822,-0.6461559,-0.1523847,+0.0934021,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6584408,-0.6798334,-0.0194558,+0.3223411,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5654007,-0.5430686,+0.3896977,+0.4832538,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3380175,+0.7418339,-0.6463085,-0.1524760,+0.0933751,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6583042,-0.6798316,-0.0194852,+0.3226220,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5652148,-0.5430428,+0.3897639,+0.4834469,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3481841,+0.7417279,-0.6464033,-0.1525931,+0.0933697,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6582333,-0.6798192,-0.0194683,+0.3227938,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5650836,-0.5430705,+0.3897911,+0.4835472,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3570215,+0.7415072,-0.6466345,-0.1526638,+0.0934061,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6581396,-0.6797823,-0.0194482,+0.3230636,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5647904,-0.5430889,+0.3899217,+0.4837638,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.367985,+0.7414335,-0.6467199,-0.1526280,+0.0934582,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6580713,-0.6798066,-0.0194775,+0.3231496,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5646096,-0.5430980,+0.3899888,+0.4839105,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3778694,+0.7413908,-0.6467713,-0.1525792,+0.0935209,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6580102,-0.6798303,-0.0195514,+0.3232200,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5644571,-0.5431083,+0.3900635,+0.4840165,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3883124,+0.7413388,-0.6468377,-0.1524868,+0.0936239,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6578412,-0.6798227,-0.0197424,+0.3235680,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5641527,-0.5431079,+0.3901812,+0.4842770,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.3982674,+0.7412303,-0.6469627,-0.1524989,+0.0936006,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6577682,-0.6798015,-0.0198005,+0.3237573,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5639604,-0.5430945,+0.3903401,+0.4843878,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4076168,+0.7409898,-0.6472176,-0.1526742,+0.0934567,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6575466,-0.6798757,-0.0201016,+0.3240332,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5636132,-0.5430416,+0.3906280,+0.4846191,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4186127,+0.7408891,-0.6473173,-0.1527766,+0.0933971,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6574791,-0.6798941,-0.0203185,+0.3241179,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5634820,-0.5430165,+0.3907464,+0.4847044,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4285745,+0.7408725,-0.6473392,-0.1527714,+0.0933860,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6572756,-0.6799674,-0.0206394,+0.3243565,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5632805,-0.5429244,+0.3909283,+0.4848951,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4385266,+0.7408623,-0.6473489,-0.1527781,+0.0933886,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6571734,-0.6799794,-0.0206358,+0.3245386,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5631817,-0.5428970,+0.3909957,+0.4849863,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4484598,+0.7408150,-0.6473672,-0.1528614,+0.0935000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6570132,-0.6799365,-0.0205649,+0.3249572,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5630409,-0.5428325,+0.3910469,+0.4851805,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4577482,+0.7408138,-0.6473691,-0.1528601,+0.0934983,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6569406,-0.6799363,-0.0205562,+0.3251047,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5629610,-0.5427942,+0.3910870,+0.4852839,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4688165,+0.7408012,-0.6473644,-0.1528862,+0.0935891,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6568424,-0.6799633,-0.0205843,+0.3252451,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5628897,-0.5427365,+0.3911358,+0.4853917,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4789132,+0.7407930,-0.6473765,-0.1528800,+0.0935802,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6567103,-0.6799315,-0.0206010,+0.3255770,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5628008,-0.5426173,+0.3912169,+0.4855628,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4889761,+0.7407956,-0.6473684,-0.1528929,+0.0935935,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6566534,-0.6798986,-0.0205701,+0.3257625,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5627554,-0.5425712,+0.3912559,+0.4856352,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.4988908,+0.7407790,-0.6473784,-0.1529196,+0.0936126,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6565205,-0.6798555,-0.0205926,+0.3261186,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5626692,-0.5424367,+0.3913793,+0.4857860,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5085962,+0.7407740,-0.6473876,-0.1529111,+0.0936026,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6564543,-0.6798434,-0.0206620,+0.3262725,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5626350,-0.5423480,+0.3914446,+0.4858721,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5195984,+0.7408597,-0.6472822,-0.1528557,+0.0937434,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6563609,-0.6797307,-0.0207515,+0.3266893,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5625816,-0.5421238,+0.3916280,+0.4860363,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5290574,+0.7408584,-0.6472806,-0.1528241,+0.0938160,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6563067,-0.6796628,-0.0207479,+0.3269397,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5625905,-0.5419840,+0.3917073,+0.4861180,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5395233,+0.7408784,-0.6472570,-0.1527840,+0.0938865,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6562533,-0.6795808,-0.0207166,+0.3272191,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5625798,-0.5418807,+0.3918116,+0.4861614,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5495238,+0.7409487,-0.6471733,-0.1526646,+0.0941021,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6562062,-0.6793523,-0.0207601,+0.3277849,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5626436,-0.5416152,+0.3919257,+0.4862915,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5590015,+0.7409843,-0.6471329,-0.1526012,+0.0942029,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6561757,-0.6792457,-0.0208959,+0.3280582,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5627411,-0.5414588,+0.3919105,+0.4863651,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.568606,+0.7410792,-0.6470258,-0.1524709,+0.0944036,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6561971,-0.6789669,-0.0214197,+0.3285582,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5630243,-0.5412015,+0.3917966,+0.4864155,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5796965,+0.7410870,-0.6470203,-0.1524182,+0.0944648,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6561826,-0.6788531,-0.0218218,+0.3287960,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5632414,-0.5410175,+0.3917182,+0.4864319,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5896129,+0.7410482,-0.6470619,-0.1524311,+0.0944627,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6561458,-0.6786214,-0.0228650,+0.3292764,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5637167,-0.5406054,+0.3915755,+0.4864544,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.5997071,+0.7410549,-0.6470554,-0.1524269,+0.0944612,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6561273,-0.6785136,-0.0234408,+0.3294950,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5640222,-0.5403379,+0.3915132,+0.4864478,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6102184,+0.7412049,-0.6469021,-0.1522184,+0.0946709,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6561100,-0.6782233,-0.0244803,+0.3300509,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5646567,-0.5397966,+0.3914119,+0.4863941,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6201854,+0.7413142,-0.6467863,-0.1521178,+0.0947678,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6560630,-0.6781129,-0.0249123,+0.3303388,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5649547,-0.5395346,+0.3913630,+0.4863781,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6301356,+0.7414035,-0.6466826,-0.1520533,+0.0948803,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6559942,-0.6780239,-0.0252810,+0.3306298,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5653017,-0.5392278,+0.3912537,+0.4864030,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6401767,+0.7415004,-0.6465592,-0.1519465,+0.0951348,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6559097,-0.6778293,-0.0259999,+0.3311402,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5659627,-0.5386763,+0.3910214,+0.4864322,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6502261,+0.7415366,-0.6465086,-0.1519246,+0.0952312,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6559018,-0.6776867,-0.0262952,+0.3314244,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5662848,-0.5384099,+0.3908399,+0.4864982,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6602473,+0.7416180,-0.6463482,-0.1520182,+0.0955365,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6558763,-0.6772928,-0.0265056,+0.3322623,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5668584,-0.5379114,+0.3904856,+0.4866661,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6702108,+0.7416414,-0.6462929,-0.1520049,+0.0957502,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6558691,-0.6770321,-0.0264273,+0.3328136,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5671030,-0.5377032,+0.3902963,+0.4867632,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6799626,+0.7417079,-0.6461520,-0.1519696,+0.0962406,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6558428,-0.6764860,-0.0260682,+0.3340021,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5674684,-0.5373044,+0.3899899,+0.4870229,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.6907912,+0.7417333,-0.6460992,-0.1519374,+0.0964500,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6557995,-0.6762356,-0.0259226,+0.3346049,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5676079,-0.5370356,+0.3898923,+0.4872351,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7006512,+0.7418056,-0.6460000,-0.1518629,+0.0966756,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6557948,-0.6759667,-0.0257867,+0.3351677,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5676942,-0.5367630,+0.3898341,+0.4874815,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7106093,+0.7418748,-0.6458768,-0.1517964,+0.0970719,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6557453,-0.6754776,-0.0256708,+0.3362575,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5677462,-0.5362032,+0.3898825,+0.4879981,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7205763,+0.7419236,-0.6457982,-0.1517797,+0.0972469,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6557215,-0.6752326,-0.0256659,+0.3367960,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5677482,-0.5359040,+0.3899342,+0.4882828,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7305485,+0.7419980,-0.6456713,-0.1516994,+0.0976471,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6556700,-0.6748059,-0.0259316,+0.3377298,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5677205,-0.5352817,+0.3900002,+0.4889445,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7404786,+0.7420434,-0.6456000,-0.1516374,+0.0978687,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6556232,-0.6746373,-0.0262421,+0.3381332,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5677417,-0.5349092,+0.3899597,+0.4893596,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7507654,+0.7421517,-0.6454532,-0.1514640,+0.0982832,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6555223,-0.6742705,-0.0271167,+0.3389905,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5678520,-0.5339155,+0.3897959,+0.4904463,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7608804,+0.7422297,-0.6453571,-0.1513766,+0.0984603,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6553778,-0.6740963,-0.0275768,+0.3395784,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5679039,-0.5331398,+0.3897482,+0.4912671,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.771236,+0.7423407,-0.6452195,-0.1512068,+0.0987851,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6549630,-0.6734515,-0.0280934,+0.3416098,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5674455,-0.5306821,+0.3902642,+0.4940406,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7811537,+0.7424266,-0.6451293,-0.1510645,+0.0989473,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6546981,-0.6730281,-0.0282861,+0.3429337,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5665341,-0.5290275,+0.3912625,+0.4960671,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.7910572,+0.7424707,-0.6450933,-0.1509038,+0.0990960,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6542491,-0.6727358,-0.0285577,+0.3443389,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5654557,-0.5270325,+0.3926140,+0.4983480,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8008389,+0.7425779,-0.6450166,-0.1505651,+0.0993067,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6529322,-0.6723889,-0.0291745,+0.3474503,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5626471,-0.5207927,+0.3972616,+0.5043674,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8099271,+0.7425974,-0.6450184,-0.1504116,+0.0993817,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6520872,-0.6722893,-0.0293297,+0.3492123,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5608741,-0.5168909,+0.4006703,+0.5076489,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8228172,+0.7426226,-0.6450419,-0.1500697,+0.0995573,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6502399,-0.6717690,-0.0291919,+0.3536415,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5579243,-0.5080944,+0.4073557,+0.5144142,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.83168,+0.7426264,-0.6450697,-0.1498654,+0.0996577,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6491311,-0.6714072,-0.0288025,+0.3563870,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5569311,-0.5033600,+0.4101532,+0.5179101,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8415877,+0.7426296,-0.6451200,-0.1494248,+0.0999683,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6466160,-0.6701062,-0.0263392,+0.3635268,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5552288,-0.4928882,+0.4151986,+0.5257304,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8504267,+0.7426073,-0.6451679,-0.1491932,+0.1001710,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6452268,-0.6690745,-0.0240070,+0.3680290,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5543441,-0.4870570,+0.4179071,+0.5299356,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8616541,+0.7425479,-0.6452664,-0.1486203,+0.1008264,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6426131,-0.6661029,-0.0174206,+0.3782220,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5521189,-0.4733717,+0.4239481,+0.5397704,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8715746,+0.7425332,-0.6452869,-0.1482787,+0.1013057,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6413468,-0.6644134,-0.0135941,+0.3834636,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5503105,-0.4656281,+0.4275953,+0.5454457,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8813216,+0.7425183,-0.6453083,-0.1478736,+0.1018680,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6400048,-0.6628101,-0.0097102,+0.3885644,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5482640,-0.4573014,+0.4316422,+0.5513321,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.8917927,+0.7426183,-0.6452447,-0.1467634,+0.1031404,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6373205,-0.6596326,-0.0021496,+0.3983752,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5448242,-0.4383740,+0.4404005,+0.5630650,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.9016179,+0.7427537,-0.6451200,-0.1460526,+0.1039511,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6361145,-0.6577741,+0.0016614,+0.4033470,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5432005,-0.4277915,+0.4449466,+0.5691662,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.9121805,+0.7431471,-0.6447470,-0.1443558,+0.1058073,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6339427,-0.6530325,+0.0100421,+0.4142033,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5390477,-0.4052308,+0.4548255,+0.5816781,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.9221888,+0.7433547,-0.6445463,-0.1434639,+0.1067806,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6327666,-0.6502343,+0.0148501,+0.4202157,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5363607,-0.3926794,+0.4607566,+0.5880675,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
7.93207,+0.7437481,-0.6441541,-0.1416715,+0.1087818,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.6296049,-0.6443970,+0.0259658,+0.4332158,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.5310283,-0.3652852,+0.4736274,+0.6002106,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
