thorax_q1,thorax_q2,thorax_q3,thorax_q4,thorax_ax,thorax_ay,thorax_az,thorax_gx,thorax_gy,thorax_gz,thorax_mx,thorax_my,thorax_mz,thorax_barometer,thorax_linAcc_x,thorax_linAcc_y,thorax_linAcc_z,thorax_altitude,humerus_q1,humerus_q2,humerus_q3,humerus_q4,humerus_ax,humerus_ay,humerus_az,humerus_gx,humerus_gy,humerus_gz,humerus_mx,humerus_my,humerus_mz,humerus_barometer,humerus_linAcc_x,humerus_linAcc_y,humerus_linAcc_z,humerus_altitude,radius_q1,radius_q2,radius_q3,radius_q4,radius_ax,radius_ay,radius_az,radius_gx,radius_gy,radius_gz,radius_mx,radius_my,radius_mz,radius_barometer,radius_linAcc_x,radius_linAcc_y,radius_linAcc_z,radius_altitude,
13.2577909,+0.5066497,-0.5462283,+0.2545678,+0.6165517,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1648669,-0.4527658,+0.4137904,+0.7723986,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1518964,-0.0920978,+0.5959964,+0.7830925,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.2676781,+0.5055247,-0.5455068,+0.2555849,+0.6176921,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1626278,-0.4521810,+0.4155408,+0.7722761,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1474901,-0.0908697,+0.5976373,+0.7828276,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.2777966,+0.5049744,-0.5451391,+0.2560926,+0.6182562,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1614915,-0.4517706,+0.4164501,+0.7722650,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1454343,-0.0904186,+0.5984579,+0.7826375,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.2882451,+0.5039540,-0.5444696,+0.2569813,+0.6193091,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1593048,-0.4508519,+0.4181986,+0.7723112,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1416967,-0.0900276,+0.5999612,+0.7822171,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.2981318,+0.5034677,-0.5441608,+0.2573903,+0.6198061,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1583015,-0.4504050,+0.4189818,+0.7723536,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1399248,-0.0899209,+0.6006234,+0.7820402,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3080378,+0.5024902,-0.5435487,+0.2581868,+0.6208043,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1564477,-0.4496692,+0.4204582,+0.7723578,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1366521,-0.0900762,+0.6018071,+0.7816909,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3189422,+0.5019662,-0.5432723,+0.2586073,+0.6212950,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1555836,-0.4493625,+0.4212100,+0.7723011,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351521,-0.0903365,+0.6023098,+0.7815346,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3282226,+0.5014618,-0.5429719,+0.2590472,+0.6217815,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1547812,-0.4489814,+0.4219300,+0.7722911,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1336738,-0.0906795,+0.6027242,+0.7814295,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3382386,+0.5004858,-0.5424040,+0.2598810,+0.6227148,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1532073,-0.4482259,+0.4233499,+0.7722666,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1307912,-0.0916696,+0.6035124,+0.7811933,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3481795,+0.5000148,-0.5421201,+0.2602892,+0.6231698,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1524858,-0.4479086,+0.4240507,+0.7722092,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1294030,-0.0921862,+0.6039016,+0.7810631,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3576196,+0.4990832,-0.5415429,+0.2610716,+0.6240904,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1512692,-0.4475829,+0.4253309,+0.7719331,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1265803,-0.0930681,+0.6046357,+0.7808531,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3675437,+0.4985807,-0.5413135,+0.2614707,+0.6245238,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1507476,-0.4474790,+0.4259277,+0.7717664,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1251772,-0.0934762,+0.6049691,+0.7807721,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.378408,+0.4975969,-0.5408216,+0.2622584,+0.6254038,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1497283,-0.4473959,+0.4270503,+0.7713924,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1224674,-0.0942377,+0.6056930,+0.7805490,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3888523,+0.4971293,-0.5405857,+0.2626713,+0.6258062,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1492688,-0.4473966,+0.4275793,+0.7711881,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1211629,-0.0945217,+0.6060090,+0.7804732,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.3988261,+0.4961716,-0.5402343,+0.2634979,+0.6265218,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1483461,-0.4473439,+0.4285465,+0.7708597,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1186518,-0.0949893,+0.6066248,+0.7803237,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4087949,+0.4956913,-0.5400594,+0.2639129,+0.6268781,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1478551,-0.4472509,+0.4290658,+0.7707191,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1174520,-0.0952035,+0.6069141,+0.7802542,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4187134,+0.4952315,-0.5398442,+0.2642901,+0.6272676,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1472843,-0.4470866,+0.4295677,+0.7706442,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1163275,-0.0954097,+0.6071625,+0.7802042,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4287133,+0.4943300,-0.5394004,+0.2650990,+0.6280187,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1460723,-0.4465498,+0.4306226,+0.7705974,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1142300,-0.0957127,+0.6076224,+0.7801189,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4391593,+0.4938883,-0.5391549,+0.2654407,+0.6284326,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1454892,-0.4462278,+0.4311869,+0.7705787,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1132393,-0.0957504,+0.6078057,+0.7801161,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4490329,+0.4930390,-0.5386948,+0.2661337,+0.6292005,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1443722,-0.4455991,+0.4322934,+0.7705327,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1113074,-0.0956754,+0.6081968,+0.7800985,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4590036,+0.4926257,-0.5384845,+0.2664488,+0.6295708,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1438177,-0.4453593,+0.4328472,+0.7704641,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1103967,-0.0956044,+0.6083506,+0.7801166,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4689528,+0.4917944,-0.5380961,+0.2671219,+0.6302673,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1427948,-0.4449154,+0.4337774,+0.7703876,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1087101,-0.0953057,+0.6086158,+0.7801831,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4791323,+0.4913888,-0.5378949,+0.2674529,+0.6306149,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1423564,-0.4447306,+0.4342376,+0.7703162,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1078797,-0.0951049,+0.6087538,+0.7802153,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4890847,+0.4909711,-0.5377223,+0.2677929,+0.6309431,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1418778,-0.4445199,+0.4346787,+0.7702773,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1070856,-0.0948656,+0.6088441,+0.7802833,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.4986768,+0.4901748,-0.5372716,+0.2684047,+0.6316857,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1409069,-0.4439959,+0.4356586,+0.7702042,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1056891,-0.0943207,+0.6089979,+0.7804198,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5095031,+0.4897968,-0.5370390,+0.2686853,+0.6320572,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1404489,-0.4437203,+0.4361359,+0.7701765,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1050066,-0.0939921,+0.6090690,+0.7804961,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5194595,+0.4890158,-0.5368716,+0.2692080,+0.6325816,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1395555,-0.4432234,+0.4370010,+0.7701347,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1036548,-0.0931432,+0.6091838,+0.7806889,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5299108,+0.4886901,-0.5366769,+0.2694159,+0.6329100,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1391216,-0.4429875,+0.4374006,+0.7701221,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1030327,-0.0926825,+0.6092899,+0.7807432,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5393781,+0.4880270,-0.5363520,+0.2698795,+0.6334991,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1382747,-0.4424038,+0.4382544,+0.7701248,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1019654,-0.0917377,+0.6093558,+0.7809436,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5494183,+0.4876741,-0.5362903,+0.2701126,+0.6337238,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1378865,-0.4420695,+0.4386602,+0.7701552,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1015090,-0.0912907,+0.6093590,+0.7810528,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5596426,+0.4869774,-0.5362543,+0.2705489,+0.6341038,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1370849,-0.4414018,+0.4394361,+0.7702390,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1007173,-0.0904442,+0.6093439,+0.7812654,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5679915,+0.4866163,-0.5361317,+0.2707749,+0.6343882,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1366655,-0.4410595,+0.4398387,+0.7702798,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1003835,-0.0899790,+0.6093048,+0.7813928,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5800484,+0.4862963,-0.5359713,+0.2710600,+0.6346474,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1362396,-0.4407435,+0.4402041,+0.7703274,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1000610,-0.0895198,+0.6092844,+0.7815027,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5899569,+0.4856462,-0.5359583,+0.2715649,+0.6349402,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1356126,-0.4402208,+0.4408725,+0.7703547,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0995675,-0.0886765,+0.6093098,+0.7816421,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.5999798,+0.4853645,-0.5359896,+0.2717793,+0.6350374,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1353872,-0.4401156,+0.4411269,+0.7703088,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0993783,-0.0883111,+0.6093059,+0.7817106,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6099235,+0.4848444,-0.5359814,+0.2721617,+0.6352779,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351120,-0.4400668,+0.4415409,+0.7701478,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0990893,-0.0876397,+0.6093186,+0.7818130,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6200371,+0.4845827,-0.5360629,+0.2723269,+0.6353379,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1349716,-0.4399696,+0.4417438,+0.7701116,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0990177,-0.0873499,+0.6093391,+0.7818385,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6287489,+0.4841613,-0.5361990,+0.2725582,+0.6354451,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1346411,-0.4397739,+0.4421531,+0.7700464,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989470,-0.0869723,+0.6093585,+0.7818744,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6402323,+0.4840155,-0.5361948,+0.2726152,+0.6355353,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345203,-0.4397118,+0.4423519,+0.7699887,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989335,-0.0867606,+0.6093396,+0.7819143,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6491324,+0.4838744,-0.5362065,+0.2726143,+0.6356333,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1343983,-0.4396701,+0.4425468,+0.7699218,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989254,-0.0865740,+0.6093772,+0.7819068,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6602755,+0.4836272,-0.5363214,+0.2726177,+0.6357230,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1342292,-0.4396296,+0.4429683,+0.7697321,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989067,-0.0863648,+0.6094319,+0.7818896,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6705549,+0.4835210,-0.5363610,+0.2726136,+0.6357721,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1341966,-0.4396834,+0.4430985,+0.7696320,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989040,-0.0862809,+0.6094712,+0.7818686,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6804845,+0.4832681,-0.5365328,+0.2726620,+0.6357988,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1342688,-0.4399521,+0.4432915,+0.7693547,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989860,-0.0861681,+0.6095223,+0.7818308,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.6904586,+0.4831426,-0.5366052,+0.2726515,+0.6358375,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1343532,-0.4400950,+0.4433491,+0.7692251,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0990392,-0.0861843,+0.6095549,+0.7817968,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7004315,+0.4828930,-0.5366700,+0.2726181,+0.6359868,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1344983,-0.4403934,+0.4434636,+0.7689629,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0991449,-0.0862411,+0.6095890,+0.7817506,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.710731,+0.4827648,-0.5367560,+0.2725841,+0.6360260,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345337,-0.4405059,+0.4435478,+0.7688437,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0992113,-0.0862374,+0.6095819,+0.7817481,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7207195,+0.4825918,-0.5368696,+0.2724929,+0.6361005,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345074,-0.4406104,+0.4437414,+0.7686766,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0993067,-0.0862224,+0.6096167,+0.7817105,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7312188,+0.4825262,-0.5369244,+0.2724196,+0.6361353,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345073,-0.4406761,+0.4438345,+0.7685853,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0993095,-0.0861978,+0.6096317,+0.7817011,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7406599,+0.4824616,-0.5369933,+0.2723254,+0.6361665,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345194,-0.4407828,+0.4439257,+0.7684692,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0992889,-0.0861845,+0.6096541,+0.7816879,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.750927,+0.4822947,-0.5371855,+0.2721615,+0.6362009,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345207,-0.4409906,+0.4440446,+0.7682810,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0992313,-0.0862132,+0.6096847,+0.7816681,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7611542,+0.4822240,-0.5372296,+0.2720544,+0.6362631,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345187,-0.4410412,+0.4441107,+0.7682142,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0992048,-0.0862473,+0.6096650,+0.7816831,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7712016,+0.4820988,-0.5373195,+0.2718615,+0.6363646,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345316,-0.4410851,+0.4442784,+0.7680898,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0991181,-0.0865666,+0.6095364,+0.7817591,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7810644,+0.4820281,-0.5373724,+0.2717630,+0.6364155,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345449,-0.4411216,+0.4443282,+0.7680377,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0990946,-0.0867899,+0.6094664,+0.7817918,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.7909536,+0.4818704,-0.5377634,+0.2714839,+0.6363237,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345554,-0.4412512,+0.4444361,+0.7678990,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0989365,-0.0871216,+0.6093600,+0.7818580,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8008891,+0.4818202,-0.5379038,+0.2713614,+0.6362953,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1345906,-0.4413177,+0.4444728,+0.7678334,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0987981,-0.0872672,+0.6093799,+0.7818437,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8118675,+0.4817791,-0.5379488,+0.2712303,+0.6363443,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1346251,-0.4414575,+0.4445085,+0.7677263,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0986531,-0.0874204,+0.6093923,+0.7818351,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8212896,+0.4816995,-0.5381064,+0.2709225,+0.6364024,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1348219,-0.4418120,+0.4444884,+0.7674994,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0983891,-0.0878859,+0.6093622,+0.7818397,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8315271,+0.4816504,-0.5382962,+0.2707236,+0.6363637,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1349304,-0.4420703,+0.4443965,+0.7673848,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0982599,-0.0881818,+0.6093454,+0.7818357,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8408213,+0.4814947,-0.5385897,+0.2703620,+0.6363870,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351385,-0.4425697,+0.4442164,+0.7671646,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0979183,-0.0887266,+0.6093131,+0.7818422,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8518015,+0.4814125,-0.5386938,+0.2701997,+0.6364299,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351718,-0.4427514,+0.4441222,+0.7671083,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0977357,-0.0889554,+0.6093121,+0.7818398,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8614124,+0.4812106,-0.5390036,+0.2699168,+0.6364403,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351674,-0.4429581,+0.4439662,+0.7670801,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0973118,-0.0894488,+0.6093317,+0.7818210,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8718449,+0.4811046,-0.5391668,+0.2697592,+0.6364491,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351313,-0.4430423,+0.4439204,+0.7670644,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0970790,-0.0896922,+0.6093324,+0.7818216,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.882105,+0.4809249,-0.5394934,+0.2694571,+0.6364363,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1350763,-0.4432608,+0.4437790,+0.7670296,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0966133,-0.0902464,+0.6093064,+0.7818358,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.8920683,+0.4808405,-0.5396402,+0.2692637,+0.6364573,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1350862,-0.4434780,+0.4436693,+0.7669657,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0963484,-0.0905265,+0.6093104,+0.7818330,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.9020917,+0.4807322,-0.5398238,+0.2691014,+0.6364521,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1351309,-0.4436969,+0.4435204,+0.7669174,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0960972,-0.0908034,+0.6093237,+0.7818214,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
13.9118519,+0.4804893,-0.5402031,+0.2687673,+0.6364548,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.1352230,-0.4441509,+0.4432159,+0.7668145,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,+0.0956195,-0.0913834,+0.6092389,+0.7818785,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
